geometry,addr:postcode,amenity,healthcare,healthcare:speciality,name,name:en,name:etymology:wikidata,name:ta,operator,wikidata,wikipedia,addr:district,addr:full,addr:state,operator:type,source,website,addr:subdistrict,email,operator:wikidata,operator:wikipedia,addr:block,addr:city,check_date,wikimedia_commons,addr:street,phone,wheelchair,opening_hours,addr:housenumber,designation,addr:interpolation,emergency,addr:housename,addr:neighbourhood,addr:suburb,note,is_in,description,internet_access,contact:phone,payment:cash,payment:credit_cards,payment:debit_cards,alt_name,start_date,whatsapp,speciality,image,mobile,payment:google_pay,payment:insurance,contact:mobile,name:hi,name:ml,building,official_name,operator:short,landuse,short_name,name:tn,fax,building:levels,comment,contact:email,type
POINT (80.175293 13.09041),600017,hospital,hospital,,Tanker Dialysis Foundation Unit,,,,,,,Thiruvallur,"Next To Kamarajar Illam, T. Nagar ,Chennai, Tamil Nadu, Ellora Apartments, Flat , 4D, 4Th Floor, 20 Tirumurthy Street",Tamil Nadu,,OpenGovernmentData,,Ambattur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.275793 13.0616195),600005,hospital,hospital,,Hiba Hospital,,,,,,,Chennai,"New No: 53/25, Near L.V. Bank, Triplicane, Big Street",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2735131 13.0508818),600005,hospital,hospital,,A.R.A Hospital For Women,,,,,,,Chennai,"Muthiah Street, Dr. Natesan Road, Ice House, Mirsahibpet, Royapettah",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1954415 13.0594024),600092,hospital,,,Priyas Medical Centre,,,,,,,Chennai,"No.849, Near Parvathi Bhavan, Elango Nagar, Kaliamman Koil St",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2475507 13.044837),600018,hospital,hospital,,Dr. Rai Memorial Medical Centre,,,,,,,Chennai,"No. 562, Century Plaza, Anna Salai, Teynampet, Opp.Hyatt Regency, Chennai;Century Plaza Anna Salai Teynampet",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2275376 13.0535971),,hospital,hospital,,Medway Hospitals,,,,,,,Chennai,"Near Corporation Ground, Kodambakkam, Trustpuram 4Th Cross St",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2825418 13.0993782),600001,hospital,hospital,,Seven Wells Hospital,,,,,,,Chennai,"Near Seven Wells Police Station, Seven Wells, Amman Koil Street,Chennai-1",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2672078 13.068807),600002,hospital,hospital,,Government Hospital,,,,,,,Chennai,"Pudupet, Komaleeswaranpet, Egmore, Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1898468 13.0524675),600092,hospital,hospital,,Standard Hospital,,,,,,,Chennai,"No.55, Virugambakkam, Elango Nagar Main Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2844517 13.1142928),600021,hospital,hospital,,Chennai Corporation Hospital,,,,,,,Chennai,"Near old washermanpet post office, Royapuram, Solaiappar Street",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1964532 13.0410091),600083,hospital,hospital,,Guru Raghavendra Hospital,,,,,,,Chennai,"Sector 11, K. K. Nagar, Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.153358 13.1126809),600050,hospital,,,Varadarajapuram Government Hospitals,,,,,,,Chennai,"Canara Bank, Varadharajapuram, Railway Station Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2645448 13.0487028),600014,hospital,hospital,,Seethapathy clinic & Hospital,,,,,Q61932788,,Chennai,"128/241, (Opp) To Provident Fund Office, Royapettah",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2489796 13.1267531),600118,hospital,hospital,,Kvt Health Speciality Hospital,,,,,,,Thiruvallur,"Near Pavithra Hospital, Chennai, Plot No 1,2,3 , Ethirajaswamy Salai, Erukkanchery",Tamil Nadu,,OpenGovernmentData,,Mathavaram,,,,Madhavaram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2757357 13.0572714),600005,hospital,hospital,,Sakthi Hospital &Reasearch Centre Helath Care Organization,,,,,,,Chennai,"No: 175, Near Indian Bank, Triplicane, Big Street",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2329957 13.0480821),600017,hospital,hospital,,Women And Children Foundation Hospitals T-Nagar,,,,,,,Chennai,"No:20, Near North Usman Road Head Post Office, T. Nagar, North Usman Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1927125 13.0538856),600092,hospital,hospital,,Annai multispeciality hospital,,,,,,,Chennai,"121/60, Kaliamman Koil Street, Ganapathy Raj Nagar, Virugambakkam",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2139939 13.0916464),600040,hospital,hospital,,Firm Hospital,,,,,,,Thiruvallur,"No.65, Near K4 Police Station, Anna Nagar Chennai, R- Block, 12Th Street",Tamil Nadu,,OpenGovernmentData,,Ambattur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2195494 13.0535089),600024,hospital,hospital,,The Best Hospital Private Ltd,,,,,,,Chennai,"Near Power House, Kodambakkam, Vellala Street",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.256712 13.0887),600007,hospital,hospital,,Chennai Corporation Hospital,,,,,,,Chennai,"Purasaiwalkaam, Kariyappa Street",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2747981 13.060986),600005,hospital,hospital,,Triplicane Government Hospital,,,,,,,Chennai,"Near V.House Bus Stop, Icce Hpuse, Dr.Bescent Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1928218 13.0590564),600092,hospital,,,Government Hospital For Ladies And Children,,,,,,,Chennai,"Koyambedu Market, Virugambakkam, Natesa Nagar,5Th Main Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2478331 13.0561828),600034,hospital,hospital,,SIMS Hospital,,,,,,,Chennai,"Tirumurthy Nagar, Nungambakkam, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1967559 12.9107782),606801,hospital,hospital,,Suraj Hospital,,,,,,,Tiruvannamalai,"Arani Road, Chetpet, Dharmaraja Kovil Street",Tamil Nadu,,OpenGovernmentData,,,,,,Thiruvannamalai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2099892 13.0319129),600083,hospital,hospital,,Sunrays Laproscopic Centre,,,,,,,Chennai,"Next To Ashok Nagar Bus Statnd, Ashok Nagar, 2Nd Avenue",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.169935 13.0369528),600089,hospital,,,Chinna Porur Government Hospital,,,,,,,Thiruvallur,"Hospital Rd, Sairam Avenue, Valasaravakkam, Chennai",Tamil Nadu,,OpenGovernmentData,,Ambattur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2511993 13.0312006),600018,hospital,hospital,,Motherhood Hospital,,,,,,,Chennai,"Alwarpet Signal, Alwerpet, T.T..K Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2562121 12.9979497),600020,hospital,hospital,,"Government Hospital, Adyar",,,,,,,Chennai,"Near Adiyar Police Station, Shastri Nagar, Adyar",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Xiii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2389389 13.0374624),600017,hospital,hospital,,Gunasekaran Hospitals Pvt.Ltd,,,,,,,Chennai,"No:1, Raj Palace Hotel (Opp), T. Nagar, Crescent Park St",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,2025-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.21204 13.03968),600083,hospital,hospital,,Kumaran Specialities Hospital,,,,,,,Chennai,"No: 46, 1St Avenue, Opp To Canara Bank & Andhra Bank, Ashok Nagar, Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.190944 13.0374234),600078,hospital,hospital,,Arokiya hospital,,,,,,,Chennai,"32, Pillayar Koil St, Kk Nagar West, Nesapakkam",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1567342 13.036525),600116,hospital,,,Parvathy Hospital,,,,,,,Chennai,"Back Side Of Hotel Grand Residence, Karapakkam",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2465468 13.034922),600018,hospital,hospital,,Genesis Womens Hospital,,,,,,,Chennai,"Suthamal Extension, Teynampet, First Main Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2398192 13.0342203),600017,hospital,hospital,,Radhatri Nethralaya,,,,,,,Chennai,"New No: 12, Old No:29, Behind Dakshina Hindi Prachara Sabha, T. Nagar, Hindi Prachara Sabha St",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2572398 13.038362),600018,hospital,hospital,,Kavery Hospital,,,,,,,Chennai,"Cit Colony, Alwarpet",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2261208 13.0298989),600017,hospital,hospital,,Kanamapet Government Hospital,,,,,,,Chennai,"Kannammapet, Cit Nagar, Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Xiii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2025432 13.0048164),600016,hospital,hospital,,Government Hospital Alandur,,,,,,,Chennai,"Near Rto Office, Alandhur, Sowri Street",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Xii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1909256 13.0313233),600078,hospital,hospital,,Janani Hospital,,,,,,,Chennai,"No.7, Mgr Statue, Amman Street, Ramapuram Main Road, Nehru Nagar, Nesapakkam",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.21879 13.0753606),,hospital,hospital,,,Unani sidha ayurvedha in patient block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1958518 12.9645886),,hospital,hospital,general,Malar Clinic,,,,Dr. Arun,,,,,,public,,,,,,,,,,,,,,,,,,no,,,,,,Child and General Physician,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.301391 13.156154),600019,hospital,hospital,,Prasad Multispeciality Hospital,,,,,,,Tiruvallur,"Kaladipet, Tondiarpet, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2058879 13.1345397),600099,hospital,hospital,,Uma Hospital,,,,,,,Tiruvallur,"Bharathi Nagar, Lakshmipuram",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2984201 13.1503301),600019,hospital,hospital,,Suman Hospital,,,,,,,Tiruvallur,"Rajakadai, Tiruvottiyur",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.25871 13.165259),600068,hospital,hospital,,Sankara Eye Hospital,,,,,,,Tiruvallur,"Vimlapuram, Chinnasekkadu, Manali",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3006482 13.1537616),600019,hospital,hospital,,G S Hospital,,,,,,,Tiruvallur,"Kaladipet, Tiruvottiyur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.193567 13.1702776),600066,hospital,,,Md Hussain Hospital,,,,,,,Tiruvallur,"Kannappasamy Nagar, Puzhal",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3002146 13.1521728),600019,hospital,hospital,,Esha Hospital,,,,,,,Tiruvallur,"Thyagarajapuram, Tiruvottiyur",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2982812 13.1486276),600019,hospital,hospital,,Annai Hospital,,,,,,,Tiruvallur,"Vasantha Nagar, Rajakadai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2998808 13.1523333),600019,hospital,hospital,,Sekar Hospital,,,,,,,Tiruvallur,"Rajakadai, Tiruvottiyur",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.204431 13.161861),600066,hospital,,,St. Anthony's Hospital,,,,,,,Tiruvallur,Puzhal,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.184358 13.0471845),600087,hospital,hospital,,Kannimaram Hospital,,,,,,,Tiruvallur,"Alwartirunagar, Valasaravakkam, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1803453 13.0401817),600087,hospital,,,Vasanthi Dental Hospital,,,,,,,Tiruvallur,Valasaravakkam,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1815603 13.0472622),625020,hospital,,,Meenakshi Mission Hospital,,,,,,,Tiruvallur,Madurai,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1841129 13.0470409),600087,hospital,hospital,,Shanthi Hospital,,,,,,,Tiruvallur,"Alwarthirunagar, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.216804 12.9044723),600119,hospital,hospital,,HCL Health Care,,,,,,,Chengalpattu,"Elcot Sez, Sholinganallur",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2233057 12.8948311),600119,hospital,,,Centre For Vision and Eye Surgery,,,,,,,Chengalpattu,Sholinganallur,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.229384 12.912214),600097,hospital,hospital,,Shri Sai Children's Hospital and Dental Clinic,,,,,,,Chengalpattu,Karappakam,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2326252 12.9319677),600097,hospital,hospital,,SV Hospital,,,,,,,Chengalpattu,Bhagat Singh Nagar,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2381651 12.9498749),600097,hospital,,,Jayam Hospital,,,,,,,Chengalpattu,Thoraipakkam,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2412342 12.9402236),600097,hospital,,,Dhanvantri Multi Speciality,,,,,,,Chengalpattu,Oggiyamduraipakkam,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2286 12.9011793),600097,hospital,hospital,,Swaram Hospital and Speciality Clinic,,,,,,,Chengalpattu,Sholinganallur,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2283278 12.9006729),600119,hospital,hospital,,KL Hospital,,,,,,,Chengalpattu,"Ezhil Nagar, Sholinganallur",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2029589 12.9296419),600100,hospital,hospital,,Dr. Velmurugan Hospital,,,,,,,Chengalpattu,Pallikaranai,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2041509 12.9339688),600100,hospital,hospital,,Inbam Hospital,,,,,,,Chengalpattu,"Selvam Nagar, Pallikaranai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.200805 12.928263),600100,hospital,hospital,,Muthu Multi Speciality Hospital and Pharmacy,,,,,,,Chengalpattu,"Devi Karumariamman Nagar, Pallikaranai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.199546 12.9280452),600100,hospital,hospital,,V Cure Hospital,,,,,,,Chengalpattu,Pallikaranai,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2543198 12.9753651),600041,hospital,hospital,,Shakthi Hospital,,,,,,,Chengalpattu,"Valmiki Nagar, Kannappa Nagar, Thiruvanmiyur",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2590077 12.9757686),600041,hospital,hospital,,Hale and Healthy Hospitals,,,,,,,Chengalpattu,Thiruvanmiyur,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2030844 13.0036449),600016,hospital,hospital,,S.S. Hospital,,,,,,,Chengalpattu,Alandur,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2033269 13.0017797),600016,hospital,hospital,,Dhanraj Hospital,,,,,,,Chengalpattu,Alandu,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1772853 13.0164671),600116,hospital,,,Nalam Hospital,,,,,,,Chengalpattu,"Ambedkar Nagar, Manapakkam",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2582571 12.9751423),600041,hospital,hospital,,Promed Hospital,,,,,,,Chengalpattu,"Kottivakkam, Near Tiruvanmiyur",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2566138 12.9693629),600041,hospital,hospital,,Happy Clinic Hospital,,,,,,,Chengalpattu,Kottivakkam,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.207025 13.0027883),600016,hospital,,,Jaya Sri Hospital,,,,,,,Chengalpattu,Alandur,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2063632 13.003406),600016,hospital,,,Kaanthi Makapperu Hospital,,,,,,,Chengalpattu,Alandur,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2615046 12.9915347),600041,hospital,hospital,,Corporation Hospital,,,,,,,Chennai,"Radhakrishnan Nagar, Thiruvanmiyur",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.258947 12.978253),600041,hospital,hospital,,Relief Dental Hospitals,,,,,,,Chennai,Thiruvanmiyur,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.267354 13.041251),600004,hospital,hospital,,Accu Hospital,,,,,,,Chennai,"Mylapore, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.273209 13.0512111),600014,hospital,hospital,,Kalyani Hospital,,,,,,,Chennai,"Sudandira Nagar, Royapettah",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2581929 13.0385371),600004,hospital,hospital,,Triveni Hospital,,,,,,,Chennai,"Mylapore, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.260187 12.986383),600041,hospital,hospital,,SMK Hospital,,,,,,,Chennai,"Kamaraj Nagar, Thiruvanmiyur",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2624479 12.9916719),600041,hospital,hospital,,Uma Sankaran Siddha Hospital,,,,,,,Chennai,"Radhakrishnan Nagar, Thiruvanmiyur",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2747953 13.0490602),600014,hospital,hospital,,Vasantha Hospital,,,,,,,Chennai,,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2668731 13.0454703),600004,hospital,hospital,,Orthomed Hospital,,,,,,,Chennai,"Royapettah, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.258796 13.0013494),600020,hospital,hospital,,Mint Hospitals,,,,,,,Chennai,"Shastri Nagar, Adyar",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2639406 13.0436591),600004,hospital,hospital,,Saanvi Fertility Centre Urology and Stone Centre,,,,,,,Chennai,,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2727865 13.0528771),600014,hospital,hospital,,The Crescent Hospital,,,,,,,Chennai,"Mirsahibpet, Royapettah",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2774772 13.0546321),600005,hospital,hospital,,Syma Hospital,,,,,,,Chennai,Narayana Krishnaraja Puram,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2756509 13.0547617),600005,hospital,hospital,,Sri Parthasarathy Hospital,,,,,,,Chennai,"Narayana Krishnaraja Puram, Triplicane",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2599586 12.9890173),600041,hospital,hospital,,Ashwini Hospital,,,,,,,Chennai,"Kamaraj Nagar, Thiruvanmiyur",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2068588 13.0549375),600026,hospital,hospital,,R.S. Hospital,,,,,,,Chennai,"Vadapalani, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.192755 13.038873),600078,hospital,hospital,,Arun Vijaya Hospitals,,,,,,,Chennai,"KK Nagar West, K. K. Nagar",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2012868 13.0553167),600093,hospital,hospital,,C.M. Hospital,,,,,,,Chennai,"Shanthi Nagar, Annamalai Colony, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
